,birthday,name,description,deathday,uri
40,1676,吳焯,"吴焯（1676—1733）字尺鳧，清錢塘（今杭州）人。以家有古藤，花開時垂如瓔珞，遂構亭名「繡谷」。吴焯好詩，常與當時名流雅集亭下，置酒高會，吟賞不絶。據《杭州府志·文苑》：「吴焯九歲能詩，毛奇齡執手稱畏友，康熙四十四年南巡獻賦，召試。五十六年奏進所著書。所居瓶花齋聚書萬卷，蒔花種竹，足不越户外而車輒常滿。流連文酒，自抒所學，撰述十餘種。」
吴焯又喜聚書，家有瓶花齋，凡宋雕元槧與舊家善本，若飢渴之於飲食，求必獲而後已。吴焯與同郡小山堂趙氏友好，每得一書，彼此抄存。所傳抄秘籍，版心恒有「瓶花齋」字樣，爲得者所寳。吴焯又精校勘，手自丹黄，每購一書，必兼數本，相互參比，如有考證心得，輒書諸卷首。小山堂趙昱回憶與吴焯的交往時曾説：「繡谷藏書頗矜惜，不輕借人，獨許予鈔，予所藏多繡谷亭本。予偶得善册，先生見之亦必取以勘定。」（来源：《明清著名藏书家藏书印》）",1733,http://data.library.sh.cn/entity/person/6568v1vykmq1tswa
41,1799,吳熙載,清代篆刻家，书画家。（来源：《上图古籍数据库》）,1870,http://data.library.sh.cn/entity/person/p9999ehumm5koeqk
42,,吳玉墀,吴玉（1737-1817）墀字蘭陵，號小谷，又號二雨，吴焯次子。吴玉墀好書亦不讓父兄。乾隆中重開四庫館，時吴城已殁，玉墀進呈家藏典籍三〇五種，其中《四庫》收録五十二種，存目一一二種，爲此玉墀得到乾隆的表彰，並賜内府初印本《佩文韻府》一部。進呈之書《説文篆韻譜》和吕祖謙《歷代制度詳説》發還時，還得到了乾隆的親筆題詩，這對當時藏書家來説，算是十分榮光的事。玉墀又曾彙輯其父根據家藏秘籍所撰文字而成《繡谷薰習録》，吴焯爲之跋。書稿原爲八册，後經、史、子三部六册不知流入何方，集部二册從瞿世瑛清吟閣劫餘散出後歸杭州丁氏八千卷樓，始《楚辭》，終元明諸集，計二一〇種，丁氏因爲之序；後民國吴昌綬又訪得經部易類一册，並集部二册，收入《松鄰叢書》。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/35oqlton3wonvzvo
43,1742,吳翌鳳,"吴翌鳳（1742—1819）字伊仲，號枚庵，晚號漫叟，清江蘇吴縣（今蘇州）人。嘉慶時諸生。好藏書、工詩文、擅書畫、通金石，於學無所不窺，以多才多藝名於世。
吴翌鳳生活於貧寒之家，平時所能購者，惟零星小册而已，對於長篇巨製，則無由問津，故其聚書，比起其他藏家，不知艱難多少倍。吴翌鳳藏書的主要方法之一是借抄。吴騫《愚谷文存·桐陰日省編》：「伊仲家吴趨，甚貧而有書癖，凡收藏家珍祕善本，罔不宛轉借鈔，且手自校勘。」戴延年《摶沙録》論及吴翌鳳藏書時則説：「酷嗜異書，無力購致，往往從人借得，露鈔雪纂，目爲之眚。」有段時間，家裏窮到揭不開鍋，但吴翌鳳依然十分坦然。石韞玉《吴枚菴先生墓志銘》描述吴翌鳳説：「性樂閑静，外通内合，家無擔石儲，而口不言貧。」戴延年贈吴翌鳳詩中則有十分寫實的叙述：「兒童報道晨煙斷，余事青山换米來。」意思説孩子來告訴他家中無米入鍋，吴翌鳳很平淡地説别急，一會我去砍柴换米做早飯。短短兩句，而安貧沉静的寒士精神躍然紙上。
吴翌鳳又多與當時的藏書名家如拜經樓吴騫、知不足齋鮑廷博、抱經堂盧文弨等人談書論文，相與甚歡，還常從他們那裏借來善本校勘，並手録成册。其《古歡堂經籍略序》説：「邇年來傳抄頗廣，於吴則青芝堂張氏、滋蘭堂朱氏、抱蜀軒王氏、甫里嚴氏，於浙則抱經堂盧氏、知不足齋鮑氏、拜經樓吴氏，俱不吝以善本相餉。」吴翌鳳又善書法，秀逸近似董其昌，故其抄本爲後人特别看重。鮑廷博曾跋《游記續編》曰：「枚庵書法秀逸，手書祕册幾及千卷，今之錢罄室也。」錢罄室即明代中葉的著名書畫家兼藏書家錢穀，當時錢穀也是「無力購致則手自抄寫，幾於充棟，至老不衰」，書林稱奇。
吴翌鳳大約在四十五歲時仿《郡齋讀書志》和《直齋書録解題》例，編成藏書目録第一集《古歡堂經籍略》，是爲經部，計收書一百三十種，原計劃全書爲十餘集，但因此後即離開了家鄉而未編出。乾隆五十二年（1787），即編成《古歡堂經籍略》不久，吴翌鳳應湖北巡撫姜晟之聘，携家入楚，先是在姜家做他兒子的老師，後來又到湖南瀏陽任南臺書院山長，前後將近三十年。等他七十餘歲返回家鄉時，寄存在親友家的藏書已被賣掉大半，令人嘆息。但吴翌鳳並未從此灰心喪氣，依舊借書、抄書，樂此不疲。晚年時他還請人爲他畫有一幅《借書圖》，許多藏書家爲之題詩，其中王芑孫的詩爲：「君昔富搜羅，藏家所争詫。偶食武昌魚，儵然皆羽化。晚歸空四壁，往夢付嚄唶。雖無千金市，幸可一瓻藉。久亡憶之頻，驟得喜如乍。昏鐙摩老眼，積漸仍滿架。圖成應自哂，兹身亦傳舍。」可謂吴翌鳳一生的真實寫照。（来源：《明清著名藏书家藏书印》）",1819,http://data.library.sh.cn/entity/person/wrrx5g86mx0tlhv7
44,1900,吳茀之,现代国画家。幼承家学，酷爱美术。1915年考取严州省立第九中学，名列第一。1922年进上海美专高科班，毕业后，赴苏州第一师范和淮安中学执教美术。1929年回上海美专任教授，兼沪江大学及附属中学美术导师，又任杭州艺专教授兼教务主任。1939年赴滇任国立艺专教授，1941年8月任福建省立师专中国画教授。中华人民共和国成立后任中央美术学院华东分校、浙江美术学院教授，1957年任国画系主任。擅长意笔花鸟，间作山水、人物、走兽，素有诗、书、画“三绝”之称。早年画风受吴昌硕影响甚多，后吸收青藤、石涛、李鱓诸家，自辟画风，形成丰润郁勃、炯娜多姿的独特风格。在画史、画论方面也有很深的造诣和独到的见解，著有《马远和夏圭》（与邓白合著）、《画论笔记》、《中国画十讲》、《画微随笔》、《吴豁吟草》、《义第之题画诗存》等。（来源：《上图古籍数据库》）,1977.7.26,http://data.library.sh.cn/entity/person/r6omycjjy8rr3j3t
45,1811,吳雲,清鉴藏家。诸生。屡试皆困，援例任常熟通判，历知宝山、镇江，咸丰年间总理江北大营营务，擢苏州知府。嗜图籍金石，有《两罍轩彝器图释》、《二百兰亭斋金石记》、《二百兰亭斋古铜印存》、《古官印考》。（来源：《上图古籍数据库》）,1883,http://data.library.sh.cn/entity/person/rn6dz48kfqa7mfzw
46,1733,吳騫,"吴騫（1733—1813）字槎客，號兔牀，清海寧人，諸生。家有拜經樓，據《海昌備志》：吴騫「篤嗜典籍，遇善本傾囊購之弗惜。所得不下五萬卷，築拜經樓藏之。晨夕坐樓中，展誦摩挲，非同志不得登也」。吴騫《愚谷文存·桐陰日省編》則自述藏書曰：「吾家先世頗乏藏書，余生平酷嗜典籍，幾寢饋以之。自束髮迄乎衰老，置得書萬本，性復喜厚帙，計不下四五萬卷（分歸大、二兩房者不在此數）。皆節衣縮食，竭平生之精力而致之者也。非特裝潢端整，且多以善本校勘，丹黄精審，非世俗藏書可比。至於宋元本精鈔，往往經名人學士賞鑒題跋，如杭堇浦、盧抱經、錢辛楣、周松靄諸先生，鮑渌飲、周耕崖、朱巢欽、張芑堂、錢緑窗、陳簡莊、黄蕘圃諸良友，均有題識，猶足寳貴。」
「拜經」之名，取當時學者臧庸之例。臧庸字在東，武進人，家有拜經堂，故又自號拜經。乾隆四十五年（1780），拜經樓建成後，恰鮑廷博游新安，購得明代畫家所繪《拜經圖》，遂持以贈吴騫。吴騫曾有絶句曰：「學古名樓事偶符，故人携贈出天都；祇緣箇里詩書氣，不共雲煙化緑蕪。」吴騫又與黄丕烈交好。黄氏以藏書多宋本，乃以「百宋一廛」自誇，吴騫聞知後，羡慕之餘，遂題其居曰「千元十駕」，意思是千部元版，完全抵得上百部宋版，好比駑馬十駕，勝過麒麟一躍。更絶的是，吴騫不僅在藏書樓名上，連孩子的字號上也充滿了「詩書氣」。吴騫次子吴壽暘出生那天，正好吴騫得到一部宋刻本《周禮纂圖互注重言重意》，即爲兒子取字爲「周官」。吴騫又曾訪得宋槧本百家注《東坡先生集》，因以「蘇閣」名其樓，其子壽暘成年後，吴騫舉以爲贈，壽暘大喜，遂自號蘇閣，壽暘曾取家藏拜經樓書中有題跋者彙録成册，名爲《拜經樓藏書題跋記》。
吴騫一生並没有顯赫的功名，學歷也僅「明經」而已，但學問上却頗有些名氣。陳鱣序吴騫《愚谷文存》時説：「吴槎客先生品甚高、誼甚古、而學甚富，著作等身，故不屑爲流俗之文，夙共當世賢大夫相往還，與之上下議論。晚年益深造自得，遠近學者宗之。」黄丕烈亦敬重吴騫的這種執著的精神，遂以詩贈吴騫：「千元百宋競相誇，引得吴人道是娃。我爲嗜奇荒産業，君因勤學耗年華。良朋隔世亡雙璧，異地同心有幾家？真個蘇杭聞見廣，藝林佳話遍天涯。」
吴騫故世後，其子孫克承遺志，故拜經樓藏書整整保存了一百多年。吴騫曾撰有《拜經樓書目》二卷和《兔牀山人藏書目録》一卷。今存世的還有一部吴之澄撰《拜經樓書目》一册，是爲吴騫之孫吴之澄的藏書目録，與吴騫的藏書目録内容迥異。吴氏拜經樓大約毁於太平天國之時，道光二十五年（1845）管庭芬再至海昌訪書，拜經樓已是「遺書塵封，問奇無自」了。（来源：《明清著名藏书家藏书印》）",1813,http://data.library.sh.cn/entity/person/ty5reoa5vy6mm37x
47,1755,吳鼒,吴鼒［清］（一七五五―一八二一）字及之，一字山尊，号抑庵，一作仰庵，又号南禺山樵，晚号达园，安徽全椒人。著夕葵书屋集。作品收录《清画家诗史》、《墨林今话》、《畊砚田斋笔记》、《画传编韵》、《昭代尺牍小传》。（来源：《上图古籍数据库》）,1821,http://data.library.sh.cn/entity/person/l44i2ahvzgfvty7q
48,1886,呂鳳子,近现代画家、美术教育家。清末秀才，宣统元年（1909）毕业于南京两江优级师范图工科，历任两江师范附属中学教师、北京女子高等师范教授兼专科主任、上海美术专科学校教授兼教务主任，江苏省立第六中学校长、南京国立中央大学艺术系教授兼大学研究院研究员、丹阳正则女子职业学校校长，、壁山青木关国立艺术专科学校校长、国立艺术专科学校校长，正则艺术专科学校校长。中华人民共和国成立后任苏南文化教育学院艺术系教授、江苏师范学院图画制图系主任，兼中央美术学院民族美术研究所研究员、江苏省国画院筹备委员会主任、中国美术家协会江苏分会副主席。著有《美术史讲稿》《中国画法研究》?《吕凤子仕女画册》《吕凤子华山速写集》等。（来源：《上图古籍数据库》）,1959,http://data.library.sh.cn/entity/person/ndb2a26pwhk7r71g
49,1521,周之冕,周之冕（1521—？），字服卿，号少谷，明代画家，长洲（今江苏苏州）人。擅花鸟，注重观察体会花鸟形貌神情，及禽鸟的饮啄、飞止等种种动态。善用勾勒法画花，以水墨点染叶子，画法兼工带写，人称勾花点叶法。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/rv0jdbevvd0kmbv1
50,1612,周亮工,周亮工（1612-1672）字元亮，又有陶庵、减斋、缄斋、适园、栎园等别号，学者称其为“栎园先生”、“栎下先生”。江西省金溪县合市乡人，明末清初文学家、篆刻家、收藏家。原籍河南祥符（今开封）人，后移居金陵（今江苏南京）。明代崇祯十三年（1640年）进士，次年入仕，为山东潍县令，后授浙江道监察御史。清兵下江南，遂降清朝，任盐法道、兵备道、布政使、左副都御史、户部右侍郎等。周亮工一生饱经宦海沉浮，曾两次下狱，被劾论死，后遇赦免。（来源：《上图古籍数据库》）,1672,http://data.library.sh.cn/entity/person/qjm8dwltslq3zsyb
